청국장과보리밥 매봉역점,1.0,0.0,5,5,0,"사장님은 친절한데, 서비스 친절 청국장, 사장님 서비스 친절, 청국장 맛있음, 맛있네요 간도, 괜찮으나 서비스는",,"서비스, 사장, 맛",
사리원불고기 도곡점,0.0,1.0,3,0,3,넘 맛있고,"맛이 나지 않는, 않는 정갈하고, 직원응대가 너무안좋음, 직원응대가 너무안좋음, 심각합니다    다시는가지않을곳",맛,"직원, 가격, 맛"
평양면옥 도곡점,0.5,0.5,10,5,5,"맛있어요 만두도, 맛있어요  깔끔함, 맛은 좋았으나 대기, 맛은 좋았으나, 맛이 기분좋았음","맛은 별로고, 천천히 서빙하시는분들이, 진심 맛없음, 맛없어요  빈대떡에 녹두를, 진짜 맛없어요, 맛없어요  빈대떡에, 맛은 나쁘지않은데",맛,"서빙, 맛"
홀리차우 도곡점,0.75,0.25,4,3,1,"직원들은 그닥 친절하지, 너무 맛있게먹었어요, 맛있었습니다   가족들과 외식하기, 모두 맛있었습니다, 맛있습니다  뉴욕, 맛있었습니다   가족들과","음식안에 솜덩어리가 나왔네요, 음식안에 솜덩어리가","직원, 맛",음식
타워차이 타워팰리스본점,0.8571428571428571,0.14285714285714285,7,6,1,"분명히 맛있는데, 맛있어요  코스 요리, 맛있어요  코스, 맛있어요  탕수육 맛집, 맛있어요  탕수육, 맛을 유지해서 좋아요, 맛은 있지만, 맛있다는 생각보다는 건강식을, 맛  맛있다는 생각보다는, 맛  맛있다는, 정말 맛있음, 맛이 최고, 맛있다는 생각보다는",,맛,
마포갈비,0.0,1.0,2,0,2,,"맛없었습니다 된장찌개에서 머리카락, 제일 맛없었습니다, 맛없었습니다 된장찌개에서, 맛이 너무 없어요",,맛
해우리 강남본점,1.0,0.0,1,1,0,생선 고소하고,,,
무화잠 강남점,0.3333333333333333,0.6666666666666666,6,2,4,"전엔 맛있었는데, 분위기 좋은 것","맛없을수가 있나  뻑뻑하고, 맛없을수가 있나, 맛이 별로였어요  특히, 맛이 별로였어요","분위기, 맛",맛
서초남순남순대국 본점,0.6666666666666666,0.3333333333333333,9,6,3,"더 맛있을듯, 맛있을듯    김치도, 맛있다 해서 보다가, 맛있다는 블로그글 많고, 제일 맛있다, 맛있다 해서, 맛있다는 블로그글, 맛있다  고기 질도, 맛있다  고기, 아무리 맛있어도, 맛은 있지만, 맛있다  순대국은 칼칼하면서, 색다르면서 맛있다, 맛있다  순대국은, 국물이 맛있음","맛
없
다, 음식 맛집이 없어서, 맛집이 없어서 상대적으로, 맛집이 없어서",맛,"음식, 맛"
금강수림,1.0,0.0,3,3,0,"맛있었어요     특히 장어주물럭후, 맛있었어요     특히, 만들어 맛있습니다, 맛있습니다  반찬도, 고소한 맛이 찐득한, 기름진 고소한, 고소한 맛이",,맛,
잰부닥,0.8125,0.1875,16,13,3,"직원분들 친절하시고, 맛집 너무 맛있게, 너무 맛있게, 최고의맛집 너무 맛있게, 최고의맛집 너무, 정말 맛있게, 너무 맛있습니다, 맛집으로 소문나있어서 노, 있는 맛집으로, 맛집으로 소문나있어서, 직원분들이 너무 친절하시고, 맛있어요     다음엔 예약을, 맛있어요     다음엔, 맛있습니다 직원분들도, 맛있어요    특히나 살살, 너무 맛있어요, 맛있어요    특히나, 최고였어요  여지껏 먹었던, 최고입니다  사이드 메뉴로, 정말 최고였어요, 최고였어요  여지껏, 최고입니다  사이드, 맛집발견  맛있게, 다 맛있음, 진짜 맛있어요, 사장님이 친절하시고, 맛있었어요  사장님이 친절하시고, 정말 맛있습니다, 객관적으로 맛있었어요, 맛있습니다  거짓말, 맛있었어요  사장님이","맛이가 없음, 마인드임  짜다고, 마인드임  짜다고, 맛있습니다  거짓말 아니고","사장, 직원, 맛",맛
답다,1.0,0.0,3,3,0,"음식 맛있고, 음식이 깔끔하고, 맛있네요 직원분들도, 너무 맛있어요, 맛있어요    직원분들도, 음식들이 정갈하게",,"음식, 맛",
신촌설렁탕 강남구청역점,0.5,0.5,2,1,1,곰탕은 맛있어요,"사장 불친절  다시는, 다시는 안감",맛,사장
차이나타운,1.0,0.0,1,1,0,"최고임  그 어떤, 지역에서 최고임, 최고임  그",,,
화평칼국수,0.8571428571428571,0.14285714285714285,7,6,1,"맛있었습니다  한끼 때우기, 맛있었습니다  한끼, 맛있구여  다 잘먹었어요, 제일 맛있구여, 맛있구여  다, 김치 맛있음, 최고칼국수   믿고가는집","김치부터가 맛이없음, 김치가 맛없으면",맛,맛
스시히로바 삼성동본점,0.42857142857142855,0.5714285714285714,7,3,4,"넘  맛있음, 맛있어요 존맛탱 주방장님, 너무 맛있어요, 맛있어요 존맛탱","맛있어서 아무생각없이 뇸뇸하다가, 맛있어서 아무생각없이, 너무 맛없고, 맛이 없음, 직원 엄청 불친절하고",맛,"직원, 맛"
차이린,0.5,0.5,2,1,1,훨씬 맛있음,"서비스가 정말 별로였음, 안듬  직원들",맛,"직원, 서비스"
곰바위,0.7272727272727273,0.2727272727272727,11,8,3,"맛있어요  점심은 곱창국밥이, 제일 맛있음, 맛있어요  점심은, 맛있어요 여전히, 서비스가 좋은것도, 서비스가 좋다면, 맛있을 것이다  고급스러운, 무엇이든 맛있을, 맛있을 것이다, 최고의 집  내, 최고의 집, 맛있어서 갔다가 소고기까지, 양이 맛있어서, 맛있어서 갔다가, 분위기 좋으나 맛은, 좋으나 맛은","서비스 품질이 안좋아요, 직원 서비스최악에, 서비스최악에 비싸고, 맛의 고기가 나오질않나","서비스, 분위기, 맛","서비스, 맛"
지호한방삼계탕 삼성점,0.5,0.5,4,2,2,"사장님 너무 친절하시고, 맛있습니다 이 리뷰, 절대 맛있을, 와서 맛있게, 너무 맛있습니다, 맛있을 수, 맛있습니다 이","맛있을 수 없다고, 사장님 엄청 불친절, 맛없어요  불친절해요  바쁘다고, 진짜 맛없어요, 맛없어요  불친절해요","사장, 맛","사장, 맛"
만리장성,0.5714285714285714,0.42857142857142855,7,4,3,"직원들 바꼈다더니 친절해요, 맛있어요  직원들 바꼈다더니, 맛있어요  직원들, 맛있습니다  더 자주와야겠습니다, 맛있습니다  더, 상당히 맛있는, 맛있는 음식점임","맛은 없을 수, 맛은 없을, 서비스 마인드 최악입니다, 서비스가 너무 엉망임","직원, 맛","서비스, 맛"
일공,1.0,0.0,2,2,0,"맛있는것같아요 배달 많이시켜먹습니다, 맛있는것같아요 배달",,맛,
삼환소한마리,1.0,0.0,1,1,0,"대체적으로 맛있습니다, 맛있습니다  다만",,맛,
수담한정식,0.8571428571428571,0.14285714285714285,14,12,2,"음식 정갈하고, 가족끼리  맛있는, 맛있는 식사시간이였어요, 정말 맛있게, 맛있었구요  다음에 좀, 맛있었구요  다음에, 맛있어서 엄마가 많이, 다 맛있어서, 맛있어서 엄마가, 음식맛이  깔끔하고, 맛있었어요 엄마  외할머니, 맛있었어요 엄마, 음식 깔끔  굳, 맛은 있습니다 룸, 맛은 있습니다, 분위기  음식 깔끔, 음식 깔끔 정갈하니, 깔끔 정갈하니, 정갈하니 좋습니다, 맛별로에요 특색없고","서비스가 아니어서 아쉬워요, 서비스가 아니어서, 정신없으나 맛은","음식, 분위기, 맛","서비스, 맛"
홍백,0.6666666666666666,0.3333333333333333,9,6,3,"직원분들은 엄청 친절한데, 음식 맛있었고, 한우라 신선해서, 신선해서 좋았고, 고소영 황정민 손흥민, 장동건 고소영, 고소영 황정민, 사장님 친절하심, 맛있어요 사장님 친절하심, 맛있어요 사장님","서비스 진짜 별로네요, 최악의 음식점, 음식점이에요 맛도없고, 음식점이에요 맛도없고, 맛을 기억 못함, 없어서 맛을","사장, 직원, 맛","음식, 서비스, 맛"
대도식당 삼성점,1.0,0.0,4,4,0,"맛있습니다 다만, 구우니 맛있을, 맛있을 수밖에, 맛은 있는데",,맛,
해초록 별채사랑방,1.0,0.0,1,1,0,"맛있어서  꼭 제대로, 밥이 맛있어서, 맛있어서  꼭",,맛,
시골진지상,0.5,0.5,2,1,1,"맛 다 맛있었어요, 다 맛있었어요","가격에비해너무먹을게없다 다시방문하고싶지않다, 다시방문하고싶지않다 왜비싼지모르겠네",맛,
신촌설렁탕 선릉점,0.5,0.5,2,1,1,맛살이 들어있었는데,아니라 맛도,맛,맛
아오끼,1.0,0.0,2,2,0,"직원분들 친절하시고, 싱싱한 해산물과 생선회, 무엇보다 싱싱한, 싱싱한 해산물과",,직원,
평가옥 삼성점,0.2727272727272727,0.7272727272727273,11,3,8,"온반 맛있어요, 맛있어요  추운 날, 맛있어요  추운, 맛있다  녹두지짐도","직원들 불친절하고, 맛없진 않아요  맛있게, 않아요  맛있게, 맛없진 않아요, 서비스가 불친절하시네요, 맛이 옛날같지 않고, 서비스가 너무 불친절해서, 최악    맛도",맛,"직원, 서비스, 맛"
수림복국 본관,0.75,0.25,4,3,1,"다 맛있어요, 최고에요 지리는 진짜, 최고에요 지리는, 맛있는집 근데, 맛은 있는데",,맛,
봉산집,0.46153846153846156,0.5384615384615384,13,6,7,"맛은 있다         가격은, 맛은 있다, 얼마나 맛있게, 음식은 맛있다, 맛있다  그런데, 된장찌개 맛있음, 얼마나 맛있게, 음식은 맛있다, 맛있다  그런데","사장이 건물주가 아니라면, 최악 맛있게, 사장인지 종업원인지 불친절해요, 최악이어여  맛도, 사장은 아니더라고, 간 밸런스가 안맞는, 사장은 아니더라고, 간 밸런스가 안맞는",맛,"간, 사장, 맛"
황소곱창,1.0,0.0,3,3,0,"맛있어요 곱창대창 다, 맛있어요   껍데기는 제가, 맛있어요 좀 비싸긴한데, 무 맛있어요, 다 맛있어요, 세상 맛있어요, 맛있어요 곱창대창, 맛있어요   껍데기는, 맛있어요 좀, 맛있는 곱창집 찻기, 이만큼 맛있는, 맛있는 곱창집, 껍데기 맛있음",,맛,
흑돈가 삼성역점,0.25,0.75,12,3,9,"다시는 방문, 맛있어요  근데, 맛은 있다  가격의, 맛은 있다, 맛있다  고기가 맛있다, 멜젖이 맛있다, 고기가 맛있다, 맛있다  고기가, 맛있다  가격이","사장부터 매우 불친절하고, 다시는 방문 안할, 맛이 없네요   재방문은, 맛이 없네요, 직원불친절  이 시국에, 직원불친절  이, 직원들이 다들 안해도, 직원들이 다들 안해도, 다시 안온답니까  계산도, 서비스가 많이 아쉽네요, 서비스가 너무 불친절해요",맛,"서비스, 직원, 맛, 사장, 분위기"
바오바오,0.5,0.5,2,1,1,"요리 맛있습니다, 맛있습니다  직원들도",직원들 싸가지 진짜없음,맛,직원
명인등심 삼성직영점,1.0,0.0,2,2,0,"너무 맛있어요, 맛이 있었는데",,맛,
아야진생태찌개 본점,0.6666666666666666,0.3333333333333333,3,2,1,"맛있어요 다만, 신선한집 또한 찾기힘듦, 저는 신선하고, 신선한집 또한",맛있었어요 특징없긴하지만,맛,맛
유촌참치마을 삼성점,1.0,0.0,1,1,0,"맛있어요  붉은살은 약간, 너무 맛있어요, 맛있어요  붉은살은",,맛,
서백자간장게장,1.0,0.0,2,2,0,"너무 맛있는데요, 맛있는데요  반찬도, 음식은 맛있었어요",간장게장 안짜고,맛,간
곰바위,0.7272727272727273,0.2727272727272727,11,8,3,"맛있어요  점심은 곱창국밥이, 제일 맛있음, 맛있어요  점심은, 맛있어요 여전히, 서비스가 좋은것도, 서비스가 좋다면, 맛있을 것이다  고급스러운, 무엇이든 맛있을, 맛있을 것이다, 최고의 집  내, 최고의 집, 맛있어서 갔다가 소고기까지, 양이 맛있어서, 맛있어서 갔다가, 분위기 좋으나 맛은, 좋으나 맛은","서비스 품질이 안좋아요, 직원 서비스최악에, 서비스최악에 비싸고, 맛의 고기가 나오질않나","서비스, 분위기, 맛","서비스, 맛"
삿뽀로야끼,1.0,0.0,1,1,0,정말 맛있는데,,맛,
닭으로가 삼성코엑스점,1.0,0.0,2,2,0,"맛있으나 특별한 느낌은, 맛있으나 특별한, 정말 부드럽고, 최고의 닭갈비 맛집이라고, 국내 최고의, 최고의 닭갈비",,맛,
당나라,1.0,0.0,1,1,0,정말 맛있네요,,맛,
신마포갈매기 삼성역점,1.0,0.0,1,1,0,"다 맛있습니다, 맛있습니다  프랜차이즈이지만",맛집 부럽지 않습니다,맛,맛
더그릴630,1.0,0.0,3,3,0,"고급진 분위기네요, 맛있어요 고기가 입에, 진짜 맛있어요, 맛있어요 고기가, 너무 맛있어서, 맛있어서 행복했다",,"분위기, 맛",
해품초 삼성점,0.3333333333333333,0.6666666666666666,3,1,2,맛 서비스 다좋아요,"서비스의 질이 형편없어지는, 안 간다",맛,"서비스, 간"
금수강산,0.6666666666666666,0.3333333333333333,3,2,1,"사장님이 친절하세요, 맛있어요  사장님이 친절하세요, 너무 맛있어요, 맛있어요  사장님이","간째 안나와서 물어보니, 간째 안나와서","사장, 맛",간
경성면옥,1.0,0.0,2,2,0,"맛있어요 조금 비싸요, 참 맛있어요, 맛있어요 조금, 맛있는 곳    그리고, 참 맛있는, 갖고와서 맛있게, 맛있는 곳",,맛,
인터컨티넨탈 서울 코엑스 아시안라이브,1.0,0.0,2,2,0,"분위기 모두 최고예요, 모두 최고예요",,분위기,
밀밭,1.0,0.0,1,1,0,"맛있다   시원한 맛과, 맛을 더 좋게, 맛있다   시원한",,맛,
안동찜닭해물떡찜,0.3333333333333333,0.6666666666666666,3,1,2,사장님이 친절하고,"맛없다는 우려와달리 안동찜닭체인점, 댓글에서 맛없다는, 맛없다는 우려와달리, 사장님이 불친절하기도",사장,"사장, 맛"
르사이공 코엑스점,0.14285714285714285,0.8571428571428571,7,1,6,"맛있는  프리미엄 쌀국수, 아주 맛있는, 맛있는  프리미엄","맛없는 쌀국수는  없었다, 맛없는 쌀국수는, 그래요 맛없진, 맛없진 않고, 직원 불친절 가격, 직원 불친절 가격, 음식 양 터무니없이, 맛없어요 면과 국물이, 대비 맛없어요, 맛없어요 면과",맛,"음식, 직원, 양, 맛"
니뽕내뽕 코엑스점,0.6363636363636364,0.36363636363636365,11,7,4,"니뽕내뽕맛 맛있어용, 맛있다 피자는 맛이, 리조또는 맛있다, 맛있다 피자는, 알바가 더 친절함, 친구가 맛있대서, 맛있대서 처음, 비슷비슷하네요  맛좋음, 알바가 더 친절함, 친구가 맛있대서, 맛있대서 처음","이집 다시는안갑니다, 최악이에여 음식을, 안내 알바들, 사장인지무엇인지  너무 불친절, 안내 알바들","알바, 맛","음식, 알바, 사장"
그랜드마오 코엑스몰점,1.0,0.0,6,6,0,"맛있을땐 정말 최고이고, 심합니다  맛있을땐, 맛있을땐 정말, 정말 최고이고, 신선도가 심히 의심됨, 재료의 신선도가, 신선도가 심히, 맛볼 수 있는, 사장님이 아주 친절하시고, 꿔바로우가 맛있어요, 맛있어요 강추",,"사장, 맛",
멘무샤 코엑스점,0.2413793103448276,0.7586206896551724,29,7,22,"여기가 맛있다고요, 맛있다고요    진짜, 국물이 맛있는것도, 맛있는데다 직원도, 너무 맛있어요, 맛있어요  양도, 먹었습니다  맛있게, 직원분들은 친절했는데, 맛  가격  좋습니다, 맛이 좋습니다   어중간한, 맛이 좋습니다","간해선 리뷰 안쓰는데, 맛이 매운맛밖에 없음, 맛없습니다  라멘에 파맛밖에, 진짜 맛없습니다, 맛없습니다  라멘에, 맛밖에 안나군요, 서비스 진짜 최악입니다, 사장님이 너무 싸가지가없어요, 싸가지가없어요 맛도, 맛으로 괜찮네요  맛없는곳은, 괜찮네요  맛없는곳은, 맛없는곳은 아닌듯, 직원들 친천 안했어요, 음식 같지않다 여러분이, 맛이 그량 맛있지않아요, 그량 맛있지않아요, 맛있지않아요  일본, 않을까요  

사장이, 맛없어요 충격적임 라멘에, 맛없어서 화가나요    리뷰, 제일 맛없어요, 끊어지는 맛없는, 아닌가요  맛없어서, 맛없어요 충격적임, 맛없는 면, 맛없어서 화가나요, 맛이없어요   기분 나쁜, 맛이없어요   기분, 맛이 없습니다  지금까지, 맛이 없습니다, 맛보다 못함 다른, 맛보다 못함, 직원 불친절    튀김도, 맛없는 음식 먹어본, 라멘 맛없게, 맛없는 음식, 맛이 없다 이것은, 맛이 없다, 자체가 맛이없음, 맛없어요  돈코츠 라멘, 맛없어요  돈코츠, 맛이 없어요   웬만하면, 맛이없어도너무없다는 말 밖에, 정말 맛이없어도너무없다는, 맛이 없어요, 맛이없어도너무없다는 말, 국물 맛없고, 맛없어요  짜고, 맛이 없어서 화가, 맛이 없어서","직원, 맛","서비스, 직원, 간, 맛, 음식, 사장"
하동관 코엑스몰직영점,0.6666666666666666,0.3333333333333333,27,18,9,"맛이 최고입니다, 맛이 최고입니다, 국물이 맛있는데, 맛있다는 사람들  진짜, 진짜 맛있는, 맛있다는 사람들, 맛있는 곰탕, 최상의 서비스가, 맛 최고의 김치, 최고의 맛 최고의, 맛 최고의, 최고의 맛, 최고의 김치, 직원분 모두 친절하시고, 깔끔해서 맛있게, 모두 신선하고, 맛있어요 음식은 나쁘진, 맛있어요 음식은, 진짜 맛있어요, 너무 맛있음, 맛있어요 국물도, 최고의 한그릇과 최고의, 더더욱    최고의, 한그릇과 최고의, 최고의 한그릇과, 최고의 김치가, 더 맛있다, 맛있어요  식당이 크고, 원  맛있어요, 맛있어요  식당이, 너무 맛있음, 맛은 있지만, 직원분들이 정말 친절해서, 맛있는건지 몰랐다   그런데, 이렇게나 맛있는건지, 맛있는건지 몰랐다, 맛있어요 김치깍두기두 개운하니, 고소하구 맛있어요, 맛있어요 김치깍두기두, 고소하구 맛있어요 김치깍두기두, 고소하구 맛있어요","직원들 불친절, 맛없는 곰탕  처음, 맛없는 곰탕, 맛있는 곰탕 못, 서비스가 최악이에요, 음식은 나쁘진 않은데, 서비스는 별로 기대하지, 서비스는 별로, 최악의 서비스였네요, 맛이랄까  김치가 개인별로, 안나구 고소하구","직원, 서비스, 맛","음식, 직원, 서비스, 맛"
미사리밀빛초계국수 코엑스점,0.5714285714285714,0.42857142857142855,7,4,3,"육수가 맛있고, 별로  맛없음, 닭은 신선하지, 고소한 들깨 칼국수, 초계국수와 고소한, 고소한 들깨, 맛있다   오 코엑스, 본점보다 맛있다, 맛있다   오","김치가 맛없, 맛없어요    초계국수 국물과, 맛없어요    초계국수, 신선하지 않아요 굴국밥, 신선하지 않아요",맛,맛
도모다찌,0.2857142857142857,0.7142857142857143,7,2,5,"여기 맛있는데, 맛은 있습니다만, 냉모밀이 맛있는것도","알바분들 일머리가없음, 알바분들 일머리가없음, 간이하나도안맞고요     후      비싼돈아니었어도, 장어덮밥 간이하나도안맞고요, 간이하나도안맞고요     후, 초밥 맛없고, 맛없는거에 카타르시스 느끼는분들에게, 정말 맛이없었음, 의심할만큼 맛없어보였고, 먹어볼정도로 맛없는, 나옴  맛없는거에, 맛없는 냉모밀이었음, 맛없는거에 카타르시스",맛,"양, 간, 알바, 맛"
더플레이스 코엑스점,0.75,0.25,8,6,2,"되어있네요  맛과, 계산할때나 맛있냐고, 맛있을 듯 합니다, 더 맛있을, 맛있을 듯, 다 맛있었음, 맛있다하면서 먹었는데, 링귀니가 맛있었고, 맛있는 식사   코엑스몰, 단둘이 맛있는, 맛있는 식사","맛이 없었어요   폭탄피자는, 맛이 없었어요, 없어서 직원을",맛,"직원, 맛"
예가낙지마을 스타필드코엑스점,1.0,0.0,2,2,0,"맛집이 별로 없는, 맛있는 집  깔끔하고, 게중 맛있는, 맛있는 집, 완전 맛있어요",맛집이 별로,맛,맛
마쯔가제,1.0,0.0,1,1,0,,,,
이화원,1.0,0.0,2,2,0,"맛있었고요   직원분께서 추천해주신, 정말 맛있었고요, 맛있었고요   직원분께서, 좋아하는 맛집",,맛,
동경,0.4166666666666667,0.5833333333333334,12,5,7,"직원들 친절도는 나쁘지, 직원들 친절도는, 더 맛있다고, 제일 맛있음, 제일 맛있음","참   음식맛없는건, 음식맛없는건 이해하겠는데, 맛없는건 이해하겠는데, 맛 드럽게없습니다 돈, 맛없어서 이것은 평써야해, 너무 맛없어서, 맛없어서 이것은, 맛은 없습니다     차라리, 맛은 없습니다, 튀김에 싱겁고, 알바생들밖에 없어서 꾹참고, 알바생들밖에 없어서, 나왔어요  다시는안갑니다, 다시는안갑니다  별한개주는것도, 알바생들밖에 없어서 꾹참고, 알바생들밖에 없어서, 나왔어요  다시는안갑니다, 다시는안갑니다  별한개주는것도","직원, 맛","음식, 알바, 맛"
반하는보쌈&밥상 코엑스점,0.3333333333333333,0.6666666666666666,3,1,2,"이것보단 맛있게, 재료의 신선도는, 신선도는 떨어졌고",직원분들이 불친절함,맛,직원
서울덮밥,1.0,0.0,1,1,0,"맛있어요  세트 시키면, 김치찜 맛있어요, 맛있어요  세트",,맛,
본죽 삼성차관아파트점,0.5,0.5,2,1,1,간 맞춰갔더니 닫혀있네요,음식이 재료가 없다고하여,간,음식
카페마마스 코엑스점,0.2,0.8,5,1,4,맛있어요  근데,"알바생 불쾌할정도로 불친절하네요, 불친절하네요 알바때문에, 의사 없어지는 곳은, 알바생 불친절해요, 음식은 나쁘지않았지만",맛,"음식, 알바"
보리밀,1.0,0.0,3,3,0,"사장님이 매우 친절하세요, 맛과 신뢰가 있으셨던거, 다 맛있고, 맛있어서 종종 들르는, 맛있어서 종종","않았습니다  사장님이, 그동안 맛과, 맛이 없음","사장, 맛","사장, 맛"
이남장 삼성점,0.8,0.2,10,8,2,"너무 맛있게, 맛있어요    특을 시키면, 정말 맛있어요, 맛있어요    특을, 너무 맛있었습니다, 맛있었습니다  다음에도, 너무 맛있네요, 너무 맛있고, 맛집은 이유가 있는, 듯  맛있게, 그리 맛있지는","맛있지는 않네요  그냥, 맛있지는 않네요",맛,맛
안박사남원추어탕,0.8181818181818182,0.18181818181818182,11,9,2,"맛있는 곳과 평타인, 좋아해서 맛있는, 맛있는 곳과, 추어탕   맛있음, 굉장히 맛있었어요, 정말 맛있고, 맛 있네요 가족들도, 너무 맛있어요, 너무 맛있게","괜찮은편이나 맛집은아니고, 직원 매우 불친절",맛,"직원, 맛"
가원궁마을숯불갈비,0.5,0.5,2,1,1,맛이 있음,"맛이 없는건 아닌데, 맛이 없는건",맛,맛
수서골목냉면,0.75,0.25,4,3,1,"냉면이 맛있다, 좋아요 맛있고",없는 서빙하는,맛,서빙
산낙지무교동홍낙 수서점,1.0,0.0,3,3,0,"사장님은 친절하신데, 맛있는지는 모르겠다 사장님은, 그렇게까지 맛있는지는, 맛있는지는 모르겠다, 진짜 맛있지만, 정말 맛있습니다",,"사장, 맛",
일미원,0.3333333333333333,0.6666666666666666,3,1,2,매우 맛있었습니다,,맛,
대가방 압구정점,1.0,0.0,10,10,0,"사장님 언제나 친절하시고, 사장님 친절   탕수육, 사장님 친절, 맛 최고임  자주, 최고임  자주 방문하는, 맛 최고임, 최고임  자주, 맛있어요 전통의 중국집, 다 맛있어요, 맛있어요 전통의, 사장님 대박 친절하시고, 짱 맛있어요, 사장님 친절하시고, 간이 세지 않고, 만큼 맛있었어요, 맛있었어요 
부먹인데도, 새콤달콤 맛있었다, 맛있었다 고기상태도, 탕수육 맛있다, 맛있다  맛집인정",간이 세지,"간, 사장, 맛",간
압구정샤브샤브 본점,0.5,0.5,2,1,1,"맛있는  느낌입니다  막, 맛있는  느낌입니다, 정도로 맛있음","간이 없어서 좀, 간이 없어서",맛,간
오미가,1.0,0.0,1,1,0,맛이좋네요 부모님모시고가면,,맛,
루위,0.7777777777777778,0.2222222222222222,9,7,2,"맛있다해서 차돌짬뽕 먹어봤어요, 맛있어요  참고로 라스트오더는, 정말 맛있었구, 맛있다해서 차돌짬뽕, 맛있었구   잡채밥도, 맛있어요  참고로, 맛있다구 해서 재방문, 정도로 맛있었고, 꿔바로우가 맛있다구, 맛있다구 해서, 고기가 맛있고요, 맛있고요  북경오리도, 좋구 서비스도, 북경오리 맛있게먹었네요, 곳  최고에용",맛 못느낌  꿔바로우,"서비스, 맛",맛
명인등심 본점,0.6666666666666666,0.3333333333333333,3,2,1,"직원분들 친절하시고, 갔을때 맛있게","음식점 경험중 최악의, 안하는듯  음식점","직원, 맛",음식
이마스시,1.0,0.0,1,1,0,"맛있었습니다  회식하기 좋네요, 맛있었습니다  회식하기",,맛,
룽청,0.6666666666666666,0.3333333333333333,12,8,4,"너무너무 맛있어요, 맛있다  프라이빗 룸도, 진짜 맛있다, 맛있다  프라이빗, 직원분들 친절했어요, 음식이 전체적으로 깔끔하니, 깔끔하니 맛있고, 정말 맛있고, 진짜 맛있어요, 맛있어요  최고에요, 맛있어요  최고에요, 맛있어요     카페인줄알았는데","간짜장이 간짜장이 아니에요, 별로   간짜장이, 다시는 안갑니다  누가, 다시는 안갑니다, 못하는집   간짜장을, 서비스가 많이 아쉽네요, 맛이에요 친절하진 않아요","음식, 직원, 맛","서비스, 간, 맛"
포앤분짜,0.5,0.5,4,2,2,"맛에는 더 좋았습니다, 먹었어요  싱싱한, 싱싱한 고수도, 간이 딱 맞고, 간이 딱, 너무 맛있었어요, 맛있었어요   분짜도","맛이없다  조미료를 덜쓴건가, 맛없다     고기도, 맛이없다  조미료를","간, 맛",맛
하영호신촌설렁탕 압구정역점,0.0,1.0,1,0,1,,"맛이 없어요  그냥, 맛이 없어요",,맛
한일관 압구정점,0.7058823529411765,0.29411764705882354,17,12,5,"맛있어요 다른지점보다 역시, 맛있어요 다른지점보다, 골동반 맛있습니다, 역시 맛있게, 맛있어서 들어간건 아님, 맛있어서 들어간건, 다 맛있었어요, 맛있었어요 
다만, 동네에 맛집이있어서, 맛집이있어서 좋음, 간이 세지 않아, 정갈   간이 세지, 맛있네   

 육개장  갈비탕, 맛은 나름 좋았다, 맛있네   

 육개장, 정갈한 맛으로 제대로, 정갈한 맛으로, 최고의 육개장 
 동경식당, 이후 최고의, 최고의 육개장, 비싼만큼 맛있네요, 맛있네요 정갈하고, 맛있네요 정갈하고, 맛나다  냉면은 얼핏, 맛있당 야미야미  후식으로, 맛  맛있당 야미야미, 달달하니 맛나다, 시원한맛  맛있당, 맛나다  냉면은, 맛있당 야미야미, 맛이 있다","맛이 없음, 서비스 너무 엉망이라, 서비스 너무 엉망이라, 다시는 가고싶지 않은, 간이 세지, 음식들이 자극적이지 않아, 간이 그리 세지는, 음식값이 포차의 안주값이다, 음식 금액이 안드로메다급의","간, 맛","음식, 서비스, 간, 맛"
이즈미,0.0,1.0,1,0,1,,맛없지 않음,,맛
삼원가든 본점(휴업중),0.5,0.5,10,5,5,"맛있어서 모든 반찬을, 진짜 맛있었음, 맛있어서 모든, 서비스는 만족스러웠고, 간이 쎄지않아 좋았어요, 간이 쎄지않아, 맛있었습니다 전체적으로 간이, 다 맛있었습니다, 맛있었습니다 전체적으로, 서비스가 좋지, 맛은 있는데, 서비스 괜찮았다  정원이, 국수사리  맛있음","간 비용을 세이브하기워해, 없었어요 서비스도, 서비스가 좋지 않다, 서비스가 아주 엉망입니다, 서비스는 그야말로 최악","서비스, 간, 맛","서비스, 간"
금수복국 압구정점,0.8333333333333334,0.16666666666666666,6,5,1,"탕수 맛있어요, 맛있네요

참고로 발렛비, 찾아왔어요  맛은좋은데, 맛있네요

참고로, 맛은 좋은데, 맛있는 국밥에는 밥을, 맛있는 국밥에는, 맛은 있으니 복은, 맛은 있으니","별로여서 맛있는, 가성비는좋지않다 맛은",맛,맛
연타발 압구정본점,0.7272727272727273,0.2727272727272727,11,8,3,"맛은 좋지만, 맛있는 그런 볶음밥은, 슴슴해서 맛있는, 맛있어요  둘다, 맛있는 그런, 진심 맛있어요, 맛있어요 대박, 너무 맛있음, 정말 맛있음, 맛있어요  다만, 비싸  맛있어, 정말 맛있음",맛있어요  둘다 질기지않은편,맛,맛
